read_id	attack_type	context_signal_start	context_signal_end	window_samples	changed_samples	changed_fraction_of_window	changed_fraction_of_read	clean_window_mean	attacked_window_mean	clean_window_std	attacked_window_std	left_boundary_value	right_boundary_value	outside_window_identical	raw_signal_samples
00533577-803b-48cd-814e-adfa3e058d91	local_linear_interpolation	76306	76372	66	65	0.9848484848484849	0.00017798612803500576	751.4090909090909	788.0	130.7844603493493	61.91783411762868	679	897	1	365197
199fcf4a-a100-4779-b89e-c80f4793cdfc	local_linear_interpolation	53176	53236	60	60	1.0	0.0001289371495864341	705.85	765.0	124.14921465720191	66.98930262860382	647	883	1	465343
1de25dab-c1cd-4c85-9b97-0104f8f411a5	local_linear_interpolation	261220	261316	96	96	1.0	0.00031373779363896625	698.1145833333334	786.0	116.40588739689984	69.283235105375	665	907	1	305988
26efcc36-d025-471e-933a-e57a2447c465	local_linear_interpolation	367924	368032	108	108	1.0	0.00023540284401510066	765.2129629629629	830.5	133.59952947673895	72.36372889272124	704	957	1	458788
72209365-d223-4c87-9ba5-63376a9170fd	local_linear_interpolation	186610	186700	90	90	1.0	0.00019584290787549613	640.8666666666667	834.0	109.4423440294782	51.95831662656775	743	925	1	459552
7c1164dc-2545-441b-ab5d-11227989dfe6	local_linear_interpolation	370084	370126	42	42	1.0	9.730308288600944e-05	788.6666666666666	905.5	128.68134631285486	37.54441813816447	972	839	1	431641
9d796ae7-6945-4d1e-abb4-7bdce517a96d	local_linear_interpolation	301804	301858	54	54	1.0	0.00016990696020716063	800.3333333333334	687.0	105.2717822977656	69.18520501228996	809	565	1	317821
a634b28d-7579-4d22-b746-c799d1222281	local_linear_interpolation	78934	79048	114	112	0.9824561403508771	0.00036342279374783	749.6929824561404	620.5	105.24983870412964	10.014244241044766	603	638	1	308181
cb0e7285-3c4a-461b-8540-7f0a3fda312c	local_linear_interpolation	262834	262918	84	83	0.9880952380952381	0.0001582574142645225	783.3333333333334	734.0	45.78321935603889	14.251148658800739	759	709	1	524462
e7f01a96-5fbc-463c-9f12-f4e323ea44f3	local_linear_interpolation	264988	265054	66	66	1.0	0.000199639439073673	806.7424242424242	842.5	157.02203190385086	72.50334370554815	715	970	1	330596
